open_time,open,high,low,close,volume
2026-02-19 05:45:00+00:00,0.2154,0.21614,0.21417,0.21571,129130.0
2026-02-19 06:00:00+00:00,0.21571,0.21638,0.21366,0.21511,126830.0
2026-02-19 06:15:00+00:00,0.21511,0.217,0.21511,0.21558,132880.0
2026-02-19 06:30:00+00:00,0.21558,0.21558,0.21301,0.2131,74580.0
2026-02-19 06:45:00+00:00,0.2131,0.21345,0.21032,0.21236,606450.0
2026-02-19 07:00:00+00:00,0.21236,0.21594,0.21198,0.21377,514350.0
2026-02-19 07:15:00+00:00,0.21377,0.21576,0.21248,0.21366,679270.0
2026-02-19 07:30:00+00:00,0.21366,0.21416,0.21149,0.21361,442010.0
2026-02-19 07:45:00+00:00,0.21361,0.21415,0.21255,0.21325,56540.0
2026-02-19 08:00:00+00:00,0.21325,0.2162,0.21299,0.2136,444070.0
2026-02-19 08:15:00+00:00,0.2136,0.21575,0.21327,0.21464,207580.0
2026-02-19 08:30:00+00:00,0.21464,0.21464,0.21224,0.21272,210950.0
2026-02-19 08:45:00+00:00,0.21272,0.21459,0.21,0.21304,540970.0
2026-02-19 09:00:00+00:00,0.21304,0.21447,0.21244,0.21447,126630.0
2026-02-19 09:15:00+00:00,0.21447,0.21534,0.21402,0.215,55680.0
2026-02-19 09:30:00+00:00,0.215,0.21848,0.21471,0.21715,471340.0
2026-02-19 09:45:00+00:00,0.21715,0.21996,0.21701,0.21767,422290.0
2026-02-19 10:00:00+00:00,0.21767,0.22027,0.21632,0.21924,235880.0
2026-02-19 10:15:00+00:00,0.21924,0.21924,0.21765,0.21818,159600.0
2026-02-19 10:30:00+00:00,0.21818,0.21875,0.21683,0.21707,85320.0
2026-02-19 10:45:00+00:00,0.21707,0.2176,0.21586,0.21643,259370.0
2026-02-19 11:00:00+00:00,0.21643,0.21743,0.21565,0.21609,101640.0
2026-02-19 11:15:00+00:00,0.21609,0.21758,0.21522,0.2175,107800.0
2026-02-19 11:30:00+00:00,0.2175,0.2187,0.2171,0.2171,138830.0
2026-02-19 11:45:00+00:00,0.2171,0.21766,0.21653,0.21672,58640.0
2026-02-19 12:00:00+00:00,0.21672,0.21967,0.2166,0.21838,186980.0
2026-02-19 12:15:00+00:00,0.21838,0.21842,0.21691,0.21725,111910.0
2026-02-19 12:30:00+00:00,0.21725,0.21934,0.21619,0.21902,135120.0
2026-02-19 12:45:00+00:00,0.21902,0.2192,0.21774,0.21861,83460.0
2026-02-19 13:00:00+00:00,0.21861,0.21867,0.21672,0.21775,176280.0
2026-02-19 13:15:00+00:00,0.21775,0.21935,0.21763,0.218,211390.0
2026-02-19 13:30:00+00:00,0.218,0.21938,0.21425,0.21481,233010.0
2026-02-19 13:45:00+00:00,0.21481,0.21956,0.21461,0.21775,508420.0
2026-02-19 14:00:00+00:00,0.21775,0.21942,0.21708,0.21891,224750.0
2026-02-19 14:15:00+00:00,0.21891,0.22175,0.21826,0.21933,259530.0
2026-02-19 14:30:00+00:00,0.21933,0.21968,0.21666,0.21873,389300.0
2026-02-19 14:45:00+00:00,0.21873,0.2196,0.21622,0.21858,253580.0
2026-02-19 15:00:00+00:00,0.21858,0.22006,0.21768,0.21779,115210.0
2026-02-19 15:15:00+00:00,0.21779,0.21829,0.19625,0.19959,2041550.0
2026-02-19 15:30:00+00:00,0.19959,0.21243,0.17355,0.2108,9645040.0
