symbol,baseCoin,granularity,profile,lookback_days,bars,trades,wins,losses,win_rate_pct,profit_factor,gross_profit_pct,gross_loss_pct,avg_trade_pct,avg_win_pct,avg_loss_pct,expectancy_pct,max_drawdown_pct,net_return_pct,quality_score,last_close,trend_state,last_signal,last_bar_utc
SYSUSDT,SYS,4H,Manual,365,441,6,4,2,66.6667,3.6162,43.3947,-12.0,5.2325,10.8487,-6.0,5.2325,-6.0,32.688,12.054,0.01205,LONG,NONE,2026-03-13T00:00:00+00:00
RONUSDT,RON,4H,Manual,365,441,5,4,1,80.0,3.5478,21.2865,-6.0,3.0573,5.3216,-6.0,3.0573,-6.0,15.4096,11.826,0.1009,LONG,NONE,2026-03-13T00:00:00+00:00
ARKUSDT,ARK,4H,Manual,365,441,5,4,1,80.0,3.4594,20.7562,-6.0,2.9512,5.189,-6.0,2.9512,-6.0,14.1232,11.5313,0.1791,LONG,NONE,2026-03-13T00:00:00+00:00
KERNELUSDT,KERNEL,4H,Manual,365,441,6,4,2,66.6667,3.1283,34.6814,-11.0862,3.9325,8.6704,-5.5431,3.9325,-6.0,24.018,10.4277,0.10108,LONG,NONE,2026-03-13T00:00:00+00:00
RPLUSDT,RPL,4H,Manual,365,441,5,4,1,80.0,2.9342,16.6089,-5.6604,2.1897,4.1522,-5.6604,2.1897,-5.6604,10.7153,10.3675,1.984,SHORT,NONE,2026-03-13T00:00:00+00:00
AIOUSDT,AIO,4H,Manual,365,441,6,4,2,66.6667,2.6707,30.2339,-11.3208,3.1522,7.5585,-5.6604,3.1522,-5.6604,18.6988,9.4364,0.0811,SHORT,NONE,2026-03-13T00:00:00+00:00
NOMUSDT,NOM,4H,Manual,365,441,5,3,2,60.0,3.6622,43.9469,-12.0,6.3894,14.649,-6.0,6.3894,-6.0,33.1011,9.1555,0.003516,SHORT,NONE,2026-03-13T00:00:00+00:00
SKYUSDT,SKY,4H,Manual,365,441,6,5,1,83.3333,2.0499,11.6033,-5.6604,0.9905,2.3207,-5.6604,0.9905,-5.6604,5.7888,9.0537,0.08269,LONG,NONE,2026-03-13T00:00:00+00:00
PIPPINUSDT,PIPPIN,4H,Manual,365,441,8,5,3,62.5,2.127,37.564,-17.6604,2.488,7.5128,-5.8868,2.488,-6.0,18.9968,8.8625,0.35433,SHORT,NONE,2026-03-13T00:00:00+00:00
PENGUUSDT,PENGU,4H,Manual,365,441,8,5,3,62.5,3.2005,55.4351,-17.3208,4.7643,11.087,-5.7736,4.7643,-9.3049,40.7203,8.599,0.007433,LONG,NONE,2026-03-13T00:00:00+00:00
LAYERUSDT,LAYER,4H,Manual,365,441,6,4,2,66.6667,2.5561,29.8054,-11.6604,3.0242,7.4514,-5.8302,3.0242,-6.0,17.408,8.5203,0.0842,SHORT,NONE,2026-03-13T00:00:00+00:00
VELVETUSDT,VELVET,4H,Manual,365,441,7,5,2,71.4286,2.0337,24.4045,-12.0,1.7721,4.8809,-6.0,1.7721,-6.0,11.3132,8.4738,0.07654,SHORT,NONE,2026-03-13T00:00:00+00:00
SANTOSUSDT,SANTOS,4H,Manual,365,441,5,3,2,60.0,3.3579,39.1544,-11.6604,5.4988,13.0515,-5.8302,5.4988,-6.0,27.9008,8.3948,1.313,SHORT,NONE,2026-03-13T00:00:00+00:00
OXTUSDT,OXT,4H,Manual,365,441,5,4,1,80.0,2.4624,14.7741,-6.0,1.7548,3.6935,-6.0,1.7548,-6.0,8.4946,8.208,0.01917,LONG,NONE,2026-03-13T00:00:00+00:00
DOLOUSDT,DOLO,4H,Manual,365,441,5,3,2,60.0,3.2487,24.3494,-7.495,3.3709,8.1165,-3.7475,3.3709,-6.0,16.6341,8.1218,0.03558,LONG,NONE,2026-03-13T00:00:00+00:00
DRIFTUSDT,DRIFT,4H,Manual,365,441,6,4,2,66.6667,2.4064,28.0593,-11.6604,2.7332,7.0148,-5.8302,2.7332,-6.0,15.5368,8.0213,0.082,SHORT,NONE,2026-03-13T00:00:00+00:00
RAYUSDT,RAY,4H,Manual,365,441,5,3,2,60.0,3.0863,35.9873,-11.6604,4.8654,11.9958,-5.8302,4.8654,-6.0,24.2139,7.7157,0.6254,SHORT,NONE,2026-03-13T00:00:00+00:00
1000BONKUSDT,1000BONK,4H,Manual,365,441,5,3,2,60.0,3.0811,36.9733,-12.0,4.9947,12.3244,-6.0,4.9947,-6.0,24.9104,7.7027,0.006302,LONG,NONE,2026-03-13T00:00:00+00:00
MORPHOUSDT,MORPHO,4H,Manual,365,441,6,4,2,66.6667,2.2378,26.8538,-12.0,2.4756,6.7134,-6.0,2.4756,-6.0,14.0612,7.4593,1.9975,LONG,NONE,2026-03-13T00:00:00+00:00
HYPEUSDT,HYPE,4H,Manual,365,441,6,4,2,66.6667,2.1899,26.2786,-12.0,2.3798,6.5696,-6.0,2.3798,-6.0,13.5211,7.2997,38.155,LONG,NONE,2026-03-13T00:00:00+00:00
STORJUSDT,STORJ,4H,Manual,365,441,5,3,2,60.0,2.8966,33.775,-11.6604,4.4229,11.2583,-5.8302,4.4229,-6.0,21.7889,7.2415,0.0962,LONG,NONE,2026-03-13T00:00:00+00:00
XAIUSDT,XAI,4H,Manual,365,441,7,5,2,71.4286,2.5604,29.0583,-11.3491,2.5299,5.8117,-5.6745,2.5299,-9.2309,17.3781,6.9343,0.01184,LONG,NONE,2026-03-13T00:00:00+00:00
CTCUSDT,CTC,4H,Manual,365,441,6,5,1,83.3333,1.6259,9.7551,-6.0,0.6259,1.951,-6.0,0.6259,-6.0,3.5346,6.7746,0.156,LONG,NONE,2026-03-13T00:00:00+00:00
AVNTUSDT,AVNT,4H,Manual,365,441,5,3,2,60.0,2.4404,27.6271,-11.3208,3.2613,9.209,-5.6604,3.2613,-5.6604,15.4654,6.467,0.1692,LONG,NONE,2026-03-13T00:00:00+00:00
COOKIEUSDT,COOKIE,4H,Manual,365,441,6,4,2,66.6667,1.9396,23.2757,-12.0,1.8793,5.8189,-6.0,1.8793,-6.0,9.9761,6.4653,0.02012,SHORT,NONE,2026-03-13T00:00:00+00:00
STOUSDT,STO,4H,Manual,365,441,6,4,2,66.6667,3.6315,42.3447,-11.6604,5.1141,10.5862,-5.8302,5.1141,-11.3208,31.9001,6.4156,0.06772,LONG,NONE,2026-03-13T00:00:00+00:00
CTKUSDT,CTK,4H,Manual,365,441,5,3,2,60.0,2.8822,19.7711,-6.8597,2.5823,6.5904,-3.4298,2.5823,-6.7918,12.6687,6.3655,0.173,LONG,NONE,2026-03-13T00:00:00+00:00
MBOXUSDT,MBOX,4H,Manual,365,441,7,4,3,57.1429,1.9094,33.7215,-17.6604,2.2944,8.4304,-5.8868,2.2944,-6.0,14.6144,6.3647,0.01657,SHORT,NONE,2026-03-13T00:00:00+00:00
KNCUSDT,KNC,4H,Manual,365,441,6,3,2,50.0,2.5107,17.0598,-6.7948,1.7108,5.6866,-3.3974,1.1446,-6.0,9.755,6.2767,0.1364,LONG,LONG,2026-03-13T00:00:00+00:00
HOTUSDT,HOT,4H,Manual,365,441,5,3,2,60.0,2.4141,28.1489,-11.6604,3.2977,9.383,-5.8302,3.2977,-6.0,15.5768,6.0352,0.0004129,SHORT,NONE,2026-03-13T00:00:00+00:00
STRKUSDT,STRK,4H,Manual,365,441,5,3,1,60.0,2.2724,13.6345,-6.0,1.5269,4.5448,-6.0,0.3269,-6.0,7.3554,5.681,0.042183,LONG,LONG,2026-03-13T00:00:00+00:00
BASUSDT,BAS,4H,Manual,365,441,5,3,2,60.0,2.2559,27.071,-12.0,3.0142,9.0237,-6.0,3.0142,-6.0,14.1166,5.6397,0.008267,LONG,NONE,2026-03-13T00:00:00+00:00
MEMEUSDT,MEME,4H,Manual,365,441,5,3,2,60.0,2.24,17.8932,-7.9881,1.981,5.9644,-3.9941,1.981,-6.0,9.1489,5.6,0.0006113,LONG,NONE,2026-03-13T00:00:00+00:00
BTCUSDT,BTC,4H,Manual,365,441,6,4,2,66.6667,1.5434,10.8407,-7.0241,0.6361,2.7102,-3.5121,0.6361,-6.0,3.4967,5.1447,71554.6,LONG,NONE,2026-03-13T00:00:00+00:00
SIRENUSDT,SIREN,4H,Manual,365,441,8,5,3,62.5,2.393,30.3222,-12.6713,2.2064,6.0644,-4.2238,2.2064,-11.64,17.2218,5.1396,0.5548,LONG,NONE,2026-03-13T00:00:00+00:00
SPXUSDT,SPX,4H,Manual,365,441,5,3,2,60.0,1.887,21.3618,-11.3208,2.0082,7.1206,-5.6604,2.0082,-5.6604,9.0475,5.0005,0.3254,SHORT,NONE,2026-03-13T00:00:00+00:00
BRUSDT,BR,4H,Manual,365,441,7,4,3,57.1429,1.4693,18.265,-12.4309,0.8334,4.5663,-4.1436,0.8334,-6.0,4.9466,4.8977,0.05802,SHORT,NONE,2026-03-13T00:00:00+00:00
1000XECUSDT,1000XEC,4H,Manual,365,441,6,3,3,50.0,1.9441,23.0256,-11.8436,1.8637,7.6752,-3.9479,1.8637,-6.0,9.886,4.8602,0.00708,LONG,NONE,2026-03-13T00:00:00+00:00
FUSDT,F,4H,Manual,365,441,5,3,1,60.0,1.819,10.2964,-5.6604,0.9272,3.4321,-5.6604,-0.2049,-5.6604,4.3579,4.8203,0.005999,LONG,LONG,2026-03-13T00:00:00+00:00
APRUSDT,APR,4H,Manual,365,441,10,6,4,60.0,1.6557,38.05,-22.9811,1.5069,6.3417,-5.7453,1.5069,-11.3208,12.9581,4.3876,0.11397,SHORT,NONE,2026-03-13T00:00:00+00:00
1000CATUSDT,1000CAT,4H,Manual,365,441,8,5,3,62.5,1.9041,32.6956,-17.1708,1.9406,6.5391,-5.7236,1.9406,-11.1798,14.2072,4.2579,0.001855,LONG,NONE,2026-03-13T00:00:00+00:00
SUSHIUSDT,SUSHI,4H,Manual,365,441,8,5,3,62.5,1.9518,34.4694,-17.6604,2.1011,6.8939,-5.8868,2.1011,-11.64,15.4001,4.192,0.2114,LONG,NONE,2026-03-13T00:00:00+00:00
KITEUSDT,KITE,4H,Manual,365,441,6,4,2,66.6667,2.1941,25.5842,-11.6604,2.3206,6.396,-5.8302,2.3206,-11.3208,13.5894,3.8762,0.24024,SHORT,NONE,2026-03-13T00:00:00+00:00
SOMIUSDT,SOMI,4H,Manual,365,441,5,3,2,60.0,2.9433,35.3192,-12.0,4.6638,11.7731,-6.0,4.6638,-11.64,22.9238,3.7929,0.1893,SHORT,NONE,2026-03-13T00:00:00+00:00
FETUSDT,FET,4H,Manual,365,441,5,3,2,60.0,2.8235,32.923,-11.6604,4.2525,10.9743,-5.8302,4.2525,-11.3208,21.0119,3.7411,0.1859,LONG,NONE,2026-03-13T00:00:00+00:00
XVSUSDT,XVS,4H,Manual,365,441,7,5,2,71.4286,1.0436,12.1688,-11.6604,0.0726,2.4338,-5.8302,0.0726,-7.0738,-0.0076,3.6883,3.029,LONG,NONE,2026-03-13T00:00:00+00:00
SONICUSDT,SONIC,4H,Manual,365,441,6,3,3,50.0,2.781,49.1133,-17.6604,5.2422,16.3711,-5.8868,5.2422,-11.3208,31.3243,3.6848,0.04384,SHORT,NONE,2026-03-13T00:00:00+00:00
CRVUSDT,CRV,4H,Manual,365,441,5,3,2,60.0,2.4553,25.4283,-10.3563,3.0144,8.4761,-5.1781,3.0144,-10.0905,14.2125,3.6499,0.2413,LONG,NONE,2026-03-13T00:00:00+00:00
TSTBSCUSDT,TSTBSC,4H,Manual,365,441,5,3,2,60.0,2.1888,24.5042,-11.1952,2.6618,8.1681,-5.5976,2.6618,-9.0817,12.4659,3.6152,0.01021,LONG,NONE,2026-03-13T00:00:00+00:00
VANAUSDT,VANA,4H,Manual,365,441,5,3,2,60.0,2.6969,32.3624,-12.0,4.0725,10.7875,-6.0,4.0725,-11.64,19.8076,3.4754,1.432,SHORT,NONE,2026-03-13T00:00:00+00:00
GRASSUSDT,GRASS,4H,Manual,365,441,5,3,2,60.0,2.5901,31.0816,-12.0,3.8163,10.3605,-6.0,3.8163,-11.64,18.1777,3.3378,0.3705,LONG,NONE,2026-03-13T00:00:00+00:00
HOLOUSDT,HOLO,4H,Manual,365,441,6,4,2,66.6667,1.5894,18.5325,-11.6604,1.1454,4.6331,-5.8302,1.1454,-9.5294,5.8957,3.3358,0.05902,SHORT,NONE,2026-03-13T00:00:00+00:00
MMTUSDT,MMT,4H,Manual,365,441,6,3,3,50.0,2.374,41.9254,-17.6604,4.0442,13.9751,-5.8868,4.0442,-11.3208,23.2364,3.1455,0.1294,LONG,NONE,2026-03-13T00:00:00+00:00
BATUSDT,BAT,4H,Manual,365,441,6,4,2,66.6667,1.3079,15.6947,-12.0,0.6158,3.9237,-6.0,0.6158,-8.321,2.8317,3.1436,0.0985,SHORT,NONE,2026-03-13T00:00:00+00:00
NEWTUSDT,NEWT,4H,Manual,365,441,5,3,2,60.0,2.2702,26.4716,-11.6604,2.9622,8.8239,-5.8302,2.9622,-11.3208,13.9151,3.008,0.0673,SHORT,NONE,2026-03-13T00:00:00+00:00
DENTUSDT,DENT,4H,Manual,365,441,5,3,2,60.0,2.3253,27.9035,-12.0,3.1807,9.3012,-6.0,3.1807,-11.64,14.7368,2.9965,0.0002301,LONG,NONE,2026-03-13T00:00:00+00:00
IDOLUSDT,IDOL,4H,Manual,365,441,5,3,2,60.0,2.2843,27.4117,-12.0,3.0823,9.1372,-6.0,3.0823,-11.64,14.6668,2.9437,0.02373,LONG,NONE,2026-03-13T00:00:00+00:00
CELRUSDT,CELR,4H,Manual,365,441,5,3,2,60.0,1.5057,14.7701,-9.8098,0.9921,4.9234,-4.9049,0.9921,-7.7482,4.3837,2.9149,0.002681,LONG,NONE,2026-03-13T00:00:00+00:00
NOTUSDT,NOT,4H,Manual,365,441,7,4,3,57.1429,2.4165,42.6758,-17.6604,3.5736,10.6689,-5.8868,3.5736,-16.6415,24.748,2.9042,0.0004182,LONG,NONE,2026-03-13T00:00:00+00:00
BERAUSDT,BERA,4H,Manual,365,441,5,3,2,60.0,1.1586,12.9551,-11.1819,0.3546,4.3184,-5.5909,0.3546,-6.0,1.029,2.8965,0.603,LONG,NONE,2026-03-13T00:00:00+00:00
POPCATUSDT,POPCAT,4H,Manual,365,441,6,3,3,50.0,2.1255,37.5373,-17.6604,3.3128,12.5124,-5.8868,3.3128,-11.3208,18.3431,2.8163,0.05376,LONG,NONE,2026-03-13T00:00:00+00:00
AEROUSDT,AERO,4H,Manual,365,441,5,3,2,60.0,1.8028,21.0214,-11.6604,1.8722,7.0071,-5.8302,1.8722,-9.6314,7.9401,2.8077,0.3452,SHORT,NONE,2026-03-13T00:00:00+00:00
ANIMEUSDT,ANIME,4H,Manual,365,441,6,3,2,50.0,2.0515,24.6185,-12.0,2.1031,8.2062,-6.0,1.1031,-11.64,11.6751,2.6437,0.004804,LONG,LONG,2026-03-13T00:00:00+00:00
FORTHUSDT,FORTH,4H,Manual,365,441,7,3,3,42.8571,1.6681,26.9364,-16.1481,1.5412,8.9788,-5.3827,0.7722,-9.5294,9.0868,2.6257,0.9185,LONG,LONG,2026-03-13T00:00:00+00:00
ERAUSDT,ERA,4H,Manual,365,441,5,3,2,60.0,1.7472,18.0083,-10.307,1.5403,6.0028,-5.1535,1.5403,-10.0485,6.6869,2.6082,0.1389,SHORT,NONE,2026-03-13T00:00:00+00:00
KAVAUSDT,KAVA,4H,Manual,365,441,5,3,2,60.0,2.0218,24.2616,-12.0,2.4523,8.0872,-6.0,2.4523,-11.64,10.8861,2.6054,0.06031,SHORT,NONE,2026-03-13T00:00:00+00:00
SUPERUSDT,SUPER,4H,Manual,365,441,5,3,2,60.0,1.0286,12.3437,-12.0,0.0687,4.1146,-6.0,0.0687,-6.0,-0.376,2.5715,0.1165,SHORT,NONE,2026-03-13T00:00:00+00:00
LPTUSDT,LPT,4H,Manual,365,441,6,3,3,50.0,1.59,28.0801,-17.6604,1.7366,9.36,-5.8868,1.7366,-9.5294,8.4996,2.5028,2.262,SHORT,NONE,2026-03-13T00:00:00+00:00
ACEUSDT,ACE,4H,Manual,365,441,5,3,2,60.0,1.8028,21.0214,-11.6604,1.8722,7.0071,-5.8302,1.8722,-11.3208,7.9401,2.3887,0.15,LONG,NONE,2026-03-13T00:00:00+00:00
RDNTUSDT,RDNT,4H,Manual,365,441,5,3,2,60.0,1.8028,21.0214,-11.6604,1.8722,7.0071,-5.8302,1.8722,-11.3208,7.9401,2.3887,0.00567,LONG,NONE,2026-03-13T00:00:00+00:00
ASTERUSDT,ASTER,4H,Manual,365,441,5,3,2,60.0,1.5431,18.5169,-12.0,1.3034,6.1723,-6.0,1.3034,-9.8551,5.2666,2.3487,0.7083,LONG,NONE,2026-03-13T00:00:00+00:00
AIUSDT,AI,4H,Manual,365,441,8,4,4,50.0,1.3034,30.3955,-23.3208,0.8843,7.5989,-5.8302,0.8843,-11.3208,4.6934,2.3027,0.02307,LONG,NONE,2026-03-13T00:00:00+00:00
CETUSUSDT,CETUS,4H,Manual,365,441,7,4,3,57.1429,1.2738,21.1924,-16.6371,0.6507,5.2981,-5.5457,0.6507,-11.1224,3.1387,2.2905,0.01805,LONG,NONE,2026-03-13T00:00:00+00:00
BMTUSDT,BMT,4H,Manual,365,441,5,3,2,60.0,1.7262,20.1285,-11.6604,1.6936,6.7095,-5.8302,1.6936,-11.3208,6.9943,2.2872,0.01597,LONG,NONE,2026-03-13T00:00:00+00:00
LINKUSDT,LINK,4H,Manual,365,441,5,3,2,60.0,1.72,20.6401,-12.0,1.728,6.88,-6.0,1.728,-11.3013,7.1311,2.2829,9.314,SHORT,NONE,2026-03-13T00:00:00+00:00
KSMUSDT,KSM,4H,Manual,365,441,7,4,3,57.1429,1.0174,17.9677,-17.6604,0.0439,4.4919,-5.8868,0.0439,-9.8688,-0.6864,2.0619,4.613,SHORT,NONE,2026-03-13T00:00:00+00:00
DYDXUSDT,DYDX,4H,Manual,365,441,6,3,3,50.0,1.5445,26.7517,-17.3208,1.5718,8.9172,-5.7736,1.5718,-11.3208,7.5373,2.0465,0.0904,LONG,NONE,2026-03-13T00:00:00+00:00
BLESSUSDT,BLESS,4H,Manual,365,441,5,3,2,60.0,0.8049,9.3851,-11.6604,-0.4551,3.1284,-5.8302,-0.4551,-6.0,-2.7721,2.0122,0.004814,LONG,NONE,2026-03-13T00:00:00+00:00
KAIAUSDT,KAIA,4H,Manual,365,441,8,4,4,50.0,1.499,28.0335,-18.7009,1.1666,7.0084,-4.6752,1.1666,-14.9576,7.5961,2.0043,0.05516,LONG,NONE,2026-03-13T00:00:00+00:00
ORDIUSDT,ORDI,4H,Manual,365,441,6,3,3,50.0,2.1695,37.578,-17.3208,3.3762,12.526,-5.7736,3.3762,-16.3403,19.0269,1.9915,2.583,LONG,NONE,2026-03-13T00:00:00+00:00
DEXEUSDT,DEXE,4H,Manual,365,441,5,3,2,60.0,0.7482,5.715,-7.6387,-0.3847,1.905,-3.8194,-0.3847,-5.6604,-2.1406,1.9827,4.246,SHORT,NONE,2026-03-13T00:00:00+00:00
ALGOUSDT,ALGO,4H,Manual,365,441,7,3,4,42.8571,1.3202,29.7594,-22.5414,1.0312,9.9198,-5.6353,1.0312,-10.2689,4.955,1.9284,0.0915,LONG,NONE,2026-03-13T00:00:00+00:00
IOSTUSDT,IOST,4H,Manual,365,441,6,3,3,50.0,1.2001,21.1942,-17.6604,0.589,7.0647,-5.8868,0.589,-9.799,2.0248,1.8371,0.001153,LONG,NONE,2026-03-13T00:00:00+00:00
MANTAUSDT,MANTA,4H,Manual,365,441,7,4,3,57.1429,1.1433,19.1916,-16.7856,0.3437,4.7979,-5.5952,0.3437,-12.6326,1.0302,1.8101,0.0696,LONG,NONE,2026-03-13T00:00:00+00:00
INITUSDT,INIT,4H,Manual,365,441,6,3,3,50.0,1.3707,23.8306,-17.3854,1.0742,7.9435,-5.7951,1.0742,-11.64,4.8653,1.7664,0.0885,LONG,NONE,2026-03-13T00:00:00+00:00
AERGOUSDT,AERGO,4H,Manual,365,441,7,4,3,57.1429,0.6526,9.4292,-14.4481,-0.717,2.3573,-4.816,-0.717,-7.4579,-5.4164,1.7501,0.05499,LONG,NONE,2026-03-13T00:00:00+00:00
TOWNSUSDT,TOWNS,4H,Manual,365,441,7,4,3,57.1429,0.7953,13.7747,-17.3208,-0.5066,3.4437,-5.7736,-0.5066,-9.3049,-4.326,1.7094,0.003749,LONG,NONE,2026-03-13T00:00:00+00:00
LAUSDT,LA,4H,Manual,365,441,7,5,2,71.4286,0.6694,8.0329,-12.0,-0.5667,1.6066,-6.0,-0.5667,-9.9567,-4.3204,1.6808,0.2312,LONG,NONE,2026-03-13T00:00:00+00:00
MLNUSDT,MLN,4H,Manual,365,441,6,3,3,50.0,1.2405,20.8169,-16.7817,0.6725,6.939,-5.5939,0.6725,-11.64,2.2032,1.5986,3.804,LONG,NONE,2026-03-13T00:00:00+00:00
TREEUSDT,TREE,4H,Manual,365,441,8,4,4,50.0,0.9339,18.4151,-19.7185,-0.1629,4.6038,-4.9296,-0.1629,-11.6986,-2.3908,1.5966,0.0692,LONG,NONE,2026-03-13T00:00:00+00:00
TRBUSDT,TRB,4H,Manual,365,441,6,3,3,50.0,1.1903,21.0214,-17.6604,0.5602,7.0071,-5.8868,0.5602,-11.3208,1.4637,1.5771,16.472,LONG,NONE,2026-03-13T00:00:00+00:00
4USDT,4,4H,Manual,365,441,5,2,3,40.0,1.772,31.2946,-17.6604,2.7269,15.6473,-5.8868,2.7269,-11.3208,11.4658,1.5653,0.0083,SHORT,NONE,2026-03-13T00:00:00+00:00
ETHFIUSDT,ETHFI,4H,Manual,365,441,8,4,4,50.0,1.1466,26.7403,-23.3208,0.4274,6.6851,-5.8302,0.4274,-14.7466,1.1947,1.5551,0.5754,LONG,NONE,2026-03-13T00:00:00+00:00
HYPERUSDT,HYPER,4H,Manual,365,441,5,2,3,40.0,1.3546,19.2315,-14.1973,1.0068,9.6158,-4.7324,1.0068,-8.7298,3.363,1.5517,0.0914,LONG,NONE,2026-03-13T00:00:00+00:00
DOODUSDT,DOOD,4H,Manual,365,441,5,2,2,40.0,0.9605,11.5259,-12.0,-0.0948,5.7629,-6.0,-1.2948,-6.2802,-1.1631,1.5294,0.003074,LONG,LONG,2026-03-13T00:00:00+00:00
CFXUSDT,CFX,4H,Manual,365,441,7,3,4,42.8571,1.1672,27.2201,-23.3208,0.557,9.0734,-5.8302,0.557,-11.64,1.6138,1.5041,0.05502,LONG,NONE,2026-03-13T00:00:00+00:00
C98USDT,C98,4H,Manual,365,441,6,3,3,50.0,1.1595,20.4774,-17.6604,0.4695,6.8258,-5.8868,0.4695,-11.5851,1.5645,1.5013,0.02779,LONG,NONE,2026-03-13T00:00:00+00:00
