symbol,baseCoin,granularity,profile,lookback_days,bars,trades,wins,losses,win_rate_pct,profit_factor,gross_profit_pct,gross_loss_pct,avg_trade_pct,avg_win_pct,avg_loss_pct,expectancy_pct,max_drawdown_pct,net_return_pct,quality_score,last_close,trend_state,last_signal,last_bar_utc
NIGHTUSDT,NIGHT,15m,Manual,30,2781,33,22,11,66.6667,2.2876,51.1288,-22.35,0.8721,2.324,-2.0318,0.8721,-16.0802,31.4357,9.4841,0.05468,LONG,NONE,2026-03-13T11:30:00+00:00
MORPHOUSDT,MORPHO,15m,Manual,30,2781,36,20,16,55.5556,2.0343,53.4411,-26.2696,0.7548,2.6721,-1.6418,0.7548,-11.9706,29.1956,9.4412,1.9197,SHORT,NONE,2026-03-13T11:30:00+00:00
ASTERUSDT,ASTER,15m,Manual,30,2781,27,15,12,55.5556,1.0968,18.4661,-16.8367,0.0603,1.2311,-1.4031,0.0603,-7.0721,1.2836,8.616,0.7147,LONG,NONE,2026-03-13T11:30:00+00:00
SKRUSDT,SKR,15m,Manual,30,2781,36,21,15,58.3333,1.7852,84.1404,-47.1334,1.028,4.0067,-3.1422,1.028,-12.3547,39.505,8.4289,0.023114,SHORT,NONE,2026-03-13T11:45:00+00:00
DENTUSDT,DENT,15m,Manual,30,2781,26,17,9,65.3846,1.9526,67.6463,-34.645,1.2693,3.9792,-3.8494,1.2693,-16.6415,33.991,7.6718,0.000227,SHORT,NONE,2026-03-13T11:30:00+00:00
FIGHTUSDT,FIGHT,15m,Manual,30,2781,30,17,13,56.6667,1.8465,65.3456,-35.3883,0.9986,3.8439,-2.7222,0.9986,-13.9749,30.8473,7.4874,0.003803,SHORT,NONE,2026-03-13T11:30:00+00:00
OXTUSDT,OXT,15m,Manual,30,2781,40,26,14,65.0,1.7365,40.9031,-23.5549,0.4337,1.5732,-1.6825,0.4337,-16.2815,17.5908,6.9326,0.01828,SHORT,NONE,2026-03-13T11:45:00+00:00
CLOUSDT,CLO,15m,Manual,30,2781,29,18,11,62.069,1.4855,54.2228,-36.5005,0.6111,3.0124,-3.3182,0.6111,-13.6425,16.2204,6.7585,0.0717,LONG,NONE,2026-03-13T11:30:00+00:00
NILUSDT,NIL,15m,Manual,30,2781,39,22,17,56.4103,1.9015,79.0239,-41.5592,0.9606,3.592,-2.4447,0.9606,-15.9349,41.4424,6.7314,0.04935,LONG,NONE,2026-03-13T11:30:00+00:00
MAGMAUSDT,MAGMA,15m,Manual,30,2781,44,27,17,61.3636,1.8202,104.6817,-57.5102,1.0721,3.8771,-3.383,1.0721,-16.9986,53.3241,6.5708,0.09953,LONG,NONE,2026-03-13T11:30:00+00:00
AZTECUSDT,AZTEC,15m,Manual,30,2696,37,27,10,72.973,2.5229,109.2011,-43.2834,1.7816,4.0445,-4.3283,1.7816,-28.4041,84.2722,6.4816,0.02286,SHORT,NONE,2026-03-13T11:30:00+00:00
ZBTUSDT,ZBT,15m,Manual,30,2781,62,40,22,64.5161,1.5879,62.3576,-39.2705,0.3724,1.5589,-1.785,0.3724,-17.5324,24.0929,5.8432,0.0749,SHORT,NONE,2026-03-13T11:45:00+00:00
MYXUSDT,MYX,15m,Manual,30,2781,35,21,14,60.0,1.6714,126.4544,-75.657,1.4514,6.0216,-5.4041,1.4514,-19.6697,52.423,5.0984,0.3095,SHORT,NONE,2026-03-13T11:30:00+00:00
SIGNUSDT,SIGN,15m,Manual,30,2781,40,23,17,57.5,1.3086,64.9678,-49.6483,0.383,2.8247,-2.9205,0.383,-15.5957,12.677,4.8247,0.04661,LONG,NONE,2026-03-13T11:45:00+00:00
NAORISUSDT,NAORIS,15m,Manual,30,2781,33,19,14,57.5758,1.2572,93.3764,-74.2729,0.5789,4.9145,-5.3052,0.5789,-18.846,14.2173,3.8408,0.07002,LONG,NONE,2026-03-13T11:30:00+00:00
OPNUSDT,OPN,15m,Manual,30,1740,15,8,7,53.3333,1.6472,53.6966,-32.5996,1.4065,6.7121,-4.6571,1.4065,-17.812,19.3495,3.6991,0.3049,SHORT,NONE,2026-03-13T11:30:00+00:00
TRIAUSDT,TRIA,15m,Manual,30,2781,30,16,13,53.3333,1.4514,87.3966,-60.2174,0.906,5.4623,-4.6321,0.7516,-28.3165,24.1415,2.7337,0.032177,SHORT,SHORT,2026-03-13T11:45:00+00:00
POWERUSDT,POWER,15m,Manual,30,2781,24,9,15,37.5,1.2439,84.8399,-68.2031,0.6932,9.4267,-4.5469,0.6932,-30.2626,9.7891,1.5414,0.12469,SHORT,NONE,2026-03-13T11:45:00+00:00
MANTRAUSDT,MANTRA,15m,Manual,30,775,5,1,4,20.0,0.0783,0.9219,-11.7678,-2.1692,0.9219,-2.942,-2.1692,-11.2788,-10.4609,0.0347,0.01611,LONG,NONE,2026-03-13T11:30:00+00:00
